# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = heavy, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=22000000.0, vE=23200000.0, vesc=54400000.0
# mX (eV) = 17000000.0
# sigma_e (cm^2) = 1e-27
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,3.843640614e+12
1.3,1.399990838e+13
1.4,0
1.5,0
1.6,6.461007377e+12
1.7,1.762908932e+13
1.8,0
1.9,6.463221669e+13
2,1.502569589e+13
2.1,4.908457144e+13
2.2,2.753679637e+13
2.3,2.471154485e+13
2.4,6.903580294e+13
2.5,1.127032739e+13
2.6,3.073330099e+13
2.7,5.663941987e+13
2.8,4.400968866e+13
2.9,6.647646704e+13
3,6.138628534e+13
3.1,3.539463994e+13
3.2,8.247950499e+13
3.3,8.14955354e+13
3.4,6.650715079e+13
3.5,1.615553814e+13
3.6,3.670282916e+13
3.7,5.65812888e+13
3.8,6.886137879e+13
3.9,6.929360482e+13
4,6.196060603e+13
4.1,7.056026317e+13
4.2,6.637574299e+13
4.3,7.916156342e+13
4.4,2.515350351e+13
4.5,8.060056782e+13
4.6,4.565623104e+13
4.7,5.559285433e+13
4.8,3.839802251e+13
4.9,5.345497392e+13
5,5.83653197e+13
5.1,5.419469214e+13
5.2,5.299378537e+13
5.3,5.360670362e+13
5.4,6.435623919e+13
5.5,3.956112305e+13
5.6,4.412786802e+13
5.7,4.810217871e+13
5.8,1.217591642e+13
5.9,3.942447921e+13
6,4.866961564e+13
6.1,1.141444785e+13
6.2,3.358511719e+13
6.3,2.90370958e+13
6.4,1.470712065e+13
6.5,5.054528505e+13
6.6,3.353104807e+13
6.7,1.007574084e+13
6.8,3.012130574e+13
6.9,2.98890729e+13
7,1.379993116e+13
7.1,2.90352612e+13
7.2,7.537371999e+12
7.3,3.07095124e+13
7.4,2.098603e+13
7.5,1.32108595e+13
7.6,1.704209066e+13
7.7,1.494610782e+13
7.8,1.854811276e+13
7.9,3.098891522e+13
8,2.012519998e+13
8.1,1.051981726e+13
8.2,1.373410164e+13
8.3,1.680049348e+13
8.4,1.214428605e+13
8.5,1.352742917e+13
8.6,8.420020659e+12
8.7,1.366693165e+13
8.8,1.495071365e+13
8.9,1.346985807e+13
9,1.102938277e+13
9.1,1.404533125e+13
9.2,1.700361822e+13
9.3,1.659502426e+13
9.4,1.207698547e+13
9.5,9.657506679e+12
9.6,8.022964653e+12
9.7,1.147234242e+13
9.8,1.128506459e+13
9.9,1.204758321e+13
10,9.724161732e+12
10.1,1.28033874e+13
10.2,1.279096656e+13
10.3,1.24464775e+13
10.4,1.210454989e+13
10.5,1.25191718e+13
10.6,1.717472435e+13
10.7,7.664241183e+12
10.8,1.212282739e+13
10.9,1.040517015e+13
11,9.906392279e+12
11.1,1.09836092e+13
11.2,1.21902487e+13
11.3,8.587952165e+12
11.4,1.126039622e+13
11.5,1.634243516e+13
11.6,1.26980188e+13
11.7,1.601495391e+13
11.8,8.548733056e+12
11.9,1.535727412e+13
12,8.917313661e+12
12.1,7.844630066e+12
12.2,7.169973422e+12
12.3,1.227629155e+13
12.4,6.713248012e+12
12.5,6.764851676e+12
12.6,9.342207646e+12
12.7,4.001223425e+12
12.8,6.047684041e+12
12.9,7.274977385e+12
13,4.472082294e+12
13.1,8.759364413e+12
13.2,6.405168334e+12
13.3,5.27739771e+12
13.4,9.348035181e+12
13.5,5.583301758e+12
13.6,5.559280045e+12
13.7,2.774778719e+12
13.8,7.484986888e+12
13.9,3.692135483e+12
14,4.96406003e+12
14.1,7.865628892e+12
14.2,5.265689942e+12
14.3,2.995336866e+12
14.4,3.756491409e+12
14.5,5.75776848e+12
14.6,2.394779606e+12
14.7,4.289776964e+12
14.8,2.923893717e+12
14.9,3.623374641e+12
15,4.256857845e+12
15.1,3.325606462e+12
15.2,1.883118623e+12
15.3,3.695021002e+12
15.4,3.296336421e+12
15.5,3.073518887e+12
15.6,4.597852515e+12
15.7,1.732768951e+12
15.8,3.41420209e+12
15.9,3.901910138e+12
16,2.427713855e+12
16.1,2.609066001e+12
16.2,2.974978445e+12
16.3,3.227443626e+12
16.4,2.299402148e+12
16.5,2.102412597e+12
16.6,2.971129993e+12
16.7,2.163136234e+12
16.8,2.313365751e+12
16.9,1.623182766e+12
17,1.934740118e+12
17.1,2.491202974e+12
17.2,1.567442049e+12
17.3,1.60510446e+12
17.4,1.670607542e+12
17.5,2.035564167e+12
17.6,1.763363995e+12
17.7,1.545412109e+12
17.8,1.540117449e+12
17.9,1.650611449e+12
18,8.629670988e+11
18.1,1.841307498e+12
18.2,9.383132714e+11
18.3,1.314672076e+12
18.4,8.559730024e+11
18.5,1.011675933e+12
18.6,9.659213232e+11
18.7,6.157712407e+11
18.8,6.200803639e+11
18.9,1.448821842e+12
19,5.879216494e+11
19.1,2.965056325e+11
19.2,5.24161912e+11
19.3,4.907957331e+11
19.4,8.53621759e+11
19.5,9.144093155e+11
19.6,4.820684744e+11
19.7,3.187455882e+11
19.8,7.214807629e+11
19.9,6.205351483e+11
20,4.454272178e+11
20.1,5.40356111e+11
20.2,6.540071631e+11
20.3,6.356149354e+11
20.4,3.594178106e+11
20.5,3.717549e+11
20.6,5.052957878e+11
20.7,4.819363411e+11
20.8,6.744413578e+11
20.9,3.391000109e+11
21,6.059615124e+11
