# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = heavy, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=22000000.0, vE=23200000.0, vesc=54400000.0
# mX (eV) = 22000000.0
# sigma_e (cm^2) = 1e-46
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,3.105779307e-07
1.3,1.134572328e-06
1.4,0
1.5,0
1.6,5.275204649e-07
1.7,1.440572884e-06
1.8,0
1.9,5.31269119e-06
2,1.238020481e-06
2.1,4.056811554e-06
2.2,2.284775039e-06
2.3,2.055533026e-06
2.4,5.757088595e-06
2.5,9.444886741e-07
2.6,2.582255742e-06
2.7,4.777104636e-06
2.8,3.725337129e-06
2.9,5.651128948e-06
3,5.226543662e-06
3.1,3.029104573e-06
3.2,7.091812581e-06
3.3,7.030433234e-06
3.4,5.763853665e-06
3.5,1.408160495e-06
3.6,3.208697354e-06
3.7,4.966582961e-06
3.8,6.068040416e-06
3.9,6.126609425e-06
4,5.515769981e-06
4.1,6.264573557e-06
4.2,5.964996131e-06
4.3,7.148474308e-06
4.4,2.269257012e-06
4.5,7.344327499e-06
4.6,4.185381829e-06
4.7,5.112329738e-06
4.8,3.565427632e-06
4.9,4.965319887e-06
5,5.455758959e-06
5.1,5.091527847e-06
5.2,5.036948636e-06
5.3,5.084342475e-06
5.4,6.138958533e-06
5.5,3.815473613e-06
5.6,4.256185844e-06
5.7,4.647002508e-06
5.8,1.183711133e-06
5.9,3.84938602e-06
6,4.757811645e-06
6.1,1.125577366e-06
6.2,3.320026357e-06
6.3,2.854830288e-06
6.4,1.45994481e-06
6.5,4.994563306e-06
6.6,3.288253266e-06
6.7,9.832741434e-07
6.8,2.965643325e-06
6.9,2.918218125e-06
7,1.386141872e-06
7.1,2.831836998e-06
7.2,7.163888641e-07
7.3,2.910108524e-06
7.4,1.948860492e-06
7.5,1.235806207e-06
7.6,1.552303834e-06
7.7,1.339811103e-06
7.8,1.60260273e-06
7.9,2.714157339e-06
8,1.73151013e-06
8.1,8.872056163e-07
8.2,1.161728999e-06
8.3,1.416888121e-06
8.4,1.0076194e-06
8.5,1.125316198e-06
8.6,7.03008637e-07
8.7,1.134795175e-06
8.8,1.223455683e-06
8.9,1.111143108e-06
9,8.927612505e-07
9.1,1.148501564e-06
9.2,1.391265464e-06
9.3,1.358486008e-06
9.4,9.714420511e-07
9.5,7.828197571e-07
9.6,6.641467026e-07
9.7,9.208371313e-07
9.8,9.062538529e-07
9.9,9.826671902e-07
10,7.945847674e-07
10.1,1.056666736e-06
10.2,1.048161055e-06
10.3,1.023121568e-06
10.4,1.002861663e-06
10.5,1.035572815e-06
10.6,1.414560037e-06
10.7,6.374600023e-07
10.8,9.972877852e-07
10.9,8.612293863e-07
11,8.202318486e-07
11.1,9.167185825e-07
11.2,1.014485388e-06
11.3,7.197938199e-07
11.4,9.376004161e-07
11.5,1.368799511e-06
11.6,1.065644694e-06
11.7,1.342994537e-06
11.8,7.192886986e-07
11.9,1.293352653e-06
12,7.524992694e-07
12.1,6.648125275e-07
12.2,6.044141902e-07
12.3,1.038202118e-06
12.4,5.690251407e-07
12.5,5.774598202e-07
12.6,7.975969077e-07
12.7,3.462386437e-07
12.8,5.208853718e-07
12.9,6.26118788e-07
13,3.843843213e-07
13.1,7.581182361e-07
13.2,5.527432434e-07
13.3,4.571053384e-07
13.4,8.132970934e-07
13.5,4.861891929e-07
13.6,4.848431895e-07
13.7,2.432677787e-07
13.8,6.584769747e-07
13.9,3.245087307e-07
14,4.375222719e-07
14.1,6.961067119e-07
14.2,4.675688643e-07
14.3,2.628162916e-07
14.4,3.362338677e-07
14.5,5.121055156e-07
14.6,2.154254812e-07
14.7,3.823170611e-07
14.8,2.629494828e-07
14.9,3.279354696e-07
15,3.820688613e-07
15.1,3.013252426e-07
15.2,1.698268513e-07
15.3,3.366364073e-07
15.4,2.998481804e-07
15.5,2.801256967e-07
15.6,4.218619081e-07
15.7,1.605629197e-07
15.8,3.141978243e-07
15.9,3.600863989e-07
16,2.265613986e-07
16.1,2.425030381e-07
16.2,2.754827382e-07
16.3,3.021355227e-07
16.4,2.154298529e-07
16.5,1.974876099e-07
16.6,2.790502549e-07
16.7,2.041812374e-07
16.8,2.17894886e-07
16.9,1.545094682e-07
17,1.839257382e-07
17.1,2.374014217e-07
17.2,1.50316564e-07
17.3,1.549108451e-07
17.4,1.610549594e-07
17.5,1.966147318e-07
17.6,1.708070695e-07
17.7,1.506695485e-07
17.8,1.501218347e-07
17.9,1.604758631e-07
18,8.509448627e-08
18.1,1.800892593e-07
18.2,9.302275589e-08
18.3,1.297590906e-07
18.4,8.4375581e-08
18.5,1.005659814e-07
18.6,9.601424596e-08
18.7,6.206099954e-08
18.8,6.254575457e-08
18.9,1.461877021e-07
19,5.934580752e-08
19.1,3.017527105e-08
19.2,5.286485414e-08
19.3,4.977347956e-08
19.4,8.630036143e-08
19.5,9.328935593e-08
19.6,4.948026977e-08
19.7,3.281083718e-08
19.8,7.419321388e-08
19.9,6.416830974e-08
20,4.605542579e-08
20.1,5.609221234e-08
20.2,6.789989002e-08
20.3,6.638272361e-08
20.4,3.773750904e-08
20.5,3.893180136e-08
20.6,5.31434062e-08
20.7,5.062489795e-08
20.8,7.055697433e-08
20.9,3.608613791e-08
21,6.484449754e-08
21.1,4.818499073e-08
21.2,5.584261777e-08
21.3,5.176849371e-08
21.4,3.902131255e-08
21.5,2.993425655e-08
21.6,6.205646967e-08
21.7,4.786320999e-08
21.8,3.778731248e-08
21.9,5.443651322e-08
22,3.519173539e-08
22.1,4.785963972e-08
22.2,6.19709368e-08
22.3,2.195398749e-08
22.4,3.336989375e-08
22.5,3.983948865e-08
