# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = heavy, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=22000000.0, vE=23200000.0, vesc=54400000.0
# mX (eV) = 10000000.0
# sigma_e (cm^2) = 1e-46
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,5.5181073e-07
1.3,1.988229423e-06
1.4,0
1.5,0
1.6,8.936537763e-07
1.7,2.434873671e-06
1.8,0
1.9,8.737022594e-06
2,2.014811827e-06
2.1,6.506481767e-06
2.2,3.596939388e-06
2.3,3.1988853e-06
2.4,8.858714461e-06
2.5,1.418307557e-06
2.6,3.831274591e-06
2.7,6.960998552e-06
2.8,5.338837791e-06
2.9,7.920188908e-06
3,7.288063761e-06
3.1,4.133020108e-06
3.2,9.418806561e-06
3.3,9.187718227e-06
3.4,7.367848295e-06
3.5,1.743027717e-06
3.6,3.937019768e-06
3.7,5.966111464e-06
3.8,7.171544941e-06
3.9,7.079585636e-06
4,6.234282944e-06
4.1,7.114313607e-06
4.2,6.395827426e-06
4.3,7.442380635e-06
4.4,2.375265906e-06
4.5,7.329072224e-06
4.6,4.043504877e-06
4.7,4.902273035e-06
4.8,3.242967033e-06
4.9,4.450467215e-06
5,4.829044697e-06
5.1,4.390989487e-06
5.2,4.216239508e-06
5.3,4.307950148e-06
5.4,4.961434737e-06
5.5,3.039963803e-06
5.6,3.355711444e-06
5.7,3.598901788e-06
5.8,9.5503625e-07
5.9,2.969347916e-06
6,3.73046139e-06
6.1,9.64798278e-07
6.2,2.613940298e-06
6.3,2.454639319e-06
6.4,1.217196444e-06
6.5,4.487314188e-06
6.6,3.380645363e-06
6.7,1.06728923e-06
6.8,3.01761619e-06
6.9,3.408081036e-06
7,1.494778078e-06
7.1,3.502292233e-06
7.2,1.009940791e-06
7.3,4.170570236e-06
7.4,3.000030027e-06
7.5,2.018787095e-06
7.6,2.586136621e-06
7.7,2.404339642e-06
7.8,2.882506727e-06
7.9,4.895683531e-06
8,3.326461208e-06
8.1,1.713429897e-06
8.2,2.234495247e-06
8.3,2.745462675e-06
8.4,1.995640034e-06
8.5,2.156654669e-06
8.6,1.388690263e-06
8.7,2.130161999e-06
8.8,2.437384208e-06
8.9,2.159356303e-06
9,1.709202649e-06
9.1,2.185512163e-06
9.2,2.599629772e-06
9.3,2.514705633e-06
9.4,1.908211739e-06
9.5,1.536911231e-06
9.6,1.179617251e-06
9.7,1.825094432e-06
9.8,1.773337888e-06
9.9,1.776649116e-06
10,1.426897696e-06
10.1,1.818011455e-06
10.2,1.848979724e-06
10.3,1.783080533e-06
10.4,1.667419151e-06
10.5,1.711857451e-06
10.6,2.39762004e-06
10.7,1.022192597e-06
10.8,1.649718972e-06
10.9,1.401883467e-06
11,1.323775309e-06
11.1,1.409683893e-06
11.2,1.596446901e-06
11.3,1.082522942e-06
11.4,1.435464303e-06
11.5,2.051702622e-06
11.6,1.577974931e-06
11.7,1.982511859e-06
11.8,1.035775791e-06
11.9,1.846430539e-06
12,1.066525626e-06
12.1,9.3130127e-07
12.2,8.435724592e-07
12.3,1.438718471e-06
12.4,7.726995767e-07
12.5,7.583530642e-07
12.6,1.044403928e-06
12.7,4.275185678e-07
12.8,6.600141946e-07
12.9,7.921930709e-07
13,4.814427211e-07
13.1,9.22335732e-07
13.2,6.825159851e-07
13.3,5.508611235e-07
13.4,9.695589206e-07
13.5,5.721845259e-07
13.6,5.655904218e-07
13.7,2.757336017e-07
13.8,7.405257403e-07
13.9,3.660260896e-07
14,4.795675299e-07
14.1,7.606848961e-07
14.2,4.999941941e-07
14.3,2.88645585e-07
14.4,3.5259517e-07
14.5,5.385430753e-07
14.6,2.170603937e-07
14.7,3.909889645e-07
14.8,2.640693134e-07
14.9,3.220725727e-07
15,3.789307163e-07
15.1,2.888256622e-07
15.2,1.640517411e-07
15.3,3.149282757e-07
15.4,2.815856346e-07
15.5,2.571192436e-07
15.6,3.86779839e-07
15.7,1.41789803e-07
15.8,2.810219045e-07
15.9,3.183530258e-07
16,1.935970295e-07
16.1,2.077599001e-07
16.2,2.343849556e-07
16.3,2.501796912e-07
16.4,1.76836939e-07
16.5,1.613141024e-07
16.6,2.255830817e-07
16.7,1.573802665e-07
16.8,1.700883591e-07
16.9,1.18161885e-07
17,1.38153906e-07
17.1,1.776632632e-07
17.2,1.108242515e-07
17.3,1.115231392e-07
17.4,1.146399093e-07
17.5,1.370574644e-07
17.6,1.186711831e-07
17.7,1.028790033e-07
17.8,1.002252919e-07
17.9,1.072822024e-07
18,5.538888488e-08
18.1,1.1700886e-07
18.2,5.827582155e-08
18.3,8.026953969e-08
18.4,5.272311411e-08
18.5,6.202491405e-08
18.6,5.700074822e-08
18.7,3.638823481e-08
18.8,3.552862983e-08
18.9,8.506780539e-08
19,3.375046381e-08
19.1,1.679477953e-08
19.2,2.97165948e-08
19.3,2.693861731e-08
19.4,4.703540145e-08
19.5,5.101211904e-08
19.6,2.649647829e-08
19.7,1.693183103e-08
19.8,3.789408843e-08
19.9,3.267994743e-08
20,2.272160235e-08
20.1,2.793618221e-08
20.2,3.34275777e-08
20.3,3.157609732e-08
20.4,1.774671139e-08
20.5,1.794403736e-08
20.6,2.423557834e-08
20.7,2.260396873e-08
20.8,3.094942027e-08
20.9,1.57163148e-08
21,2.762279982e-08
21.1,2.012499453e-08
21.2,2.34753968e-08
21.3,2.12364413e-08
21.4,1.574626345e-08
21.5,1.192457009e-08
21.6,2.42501764e-08
21.7,1.857223747e-08
21.8,1.459648121e-08
21.9,2.076714021e-08
22,1.337844228e-08
22.1,1.756036096e-08
22.2,2.297864113e-08
22.3,7.813031575e-09
22.4,1.176700924e-08
22.5,1.382808763e-08
22.6,9.409984456e-09
22.7,1.394860088e-08
22.8,1.540612476e-08
22.9,1.440007085e-08
23,1.264271785e-08
23.1,1.208918639e-08
23.2,1.06443358e-08
23.3,6.306632863e-09
23.4,8.114812095e-09
23.5,9.216880305e-09
23.6,7.61827663e-09
23.7,6.103897811e-09
23.8,5.15595054e-09
23.9,6.441005961e-09
24,5.655845561e-09
24.1,5.262506045e-09
24.2,4.670910302e-09
24.3,3.085992756e-09
24.4,3.565409761e-09
24.5,4.260501582e-09
24.6,3.543726105e-09
24.7,4.692873603e-09
24.8,3.59958263e-09
24.9,3.921328844e-09
25,3.070963141e-09
25.1,3.708649307e-09
25.2,2.918965764e-09
25.3,1.367598211e-09
25.4,2.56364587e-09
25.5,2.834368974e-09
25.6,2.258672045e-09
25.7,2.029798273e-09
25.8,1.53753929e-09
25.9,1.740422897e-09
26,2.104467119e-09
26.1,1.961469122e-09
26.2,1.639559814e-09
26.3,1.89930102e-09
26.4,1.730324554e-09
26.5,7.971890197e-10
26.6,2.024605556e-09
26.7,1.719166776e-09
26.8,1.699109927e-09
26.9,1.976119528e-09
27,6.786085067e-10
27.1,1.068610227e-09
27.2,1.578118697e-09
27.3,9.0934292e-10
27.4,9.720009122e-10
27.5,1.060499571e-09
27.6,8.853397041e-10
27.7,7.674888516e-10
27.8,1.011176855e-09
27.9,7.616498261e-10
28,7.010728794e-10
28.1,5.024079069e-10
28.2,7.117741774e-10
28.3,6.500185076e-10
28.4,5.706494945e-10
28.5,3.39440649e-10
28.6,5.49735541e-10
28.7,7.470349263e-10
28.8,4.421962276e-10
28.9,4.947408053e-10
29,2.73997135e-10
29.1,3.711701561e-10
29.2,3.172929037e-10
29.3,3.340252705e-10
29.4,2.715215914e-10
29.5,2.852339183e-10
29.6,2.7474967e-10
29.7,3.267737811e-10
29.8,1.482087987e-10
29.9,1.805443723e-10
30,1.751049221e-10
30.1,2.082064113e-10
30.2,1.959200301e-10
30.3,8.56830411e-11
30.4,9.249688921e-11
30.5,1.068137626e-10
30.6,1.338148781e-10
30.7,1.025595556e-10
30.8,7.685333339e-11
30.9,5.71799214e-11
31,9.79869155e-11
31.1,6.667784633e-11
31.2,4.668355184e-11
31.3,6.136716754e-11
31.4,3.723272229e-11
31.5,5.407670413e-11
31.6,4.332352471e-11
31.7,2.647967768e-11
31.8,2.388882051e-11
31.9,3.023727628e-11
32,2.214809955e-11
32.1,2.579233e-11
32.2,3.333637764e-11
32.3,2.077183845e-11
32.4,1.587437392e-11
32.5,1.406585743e-11
32.6,9.83992989e-12
32.7,1.048087417e-11
32.8,7.086918178e-12
32.9,4.7135963e-12
33,5.195734053e-12
33.1,2.870693428e-12
33.2,2.722463964e-12
33.3,2.729469336e-12
33.4,8.592721114e-13
33.5,8.81636145e-14
33.6,0
33.7,0
33.8,0
33.9,0
34,0
34.1,0
34.2,0
34.3,0
34.4,0
34.5,0
34.6,0
34.7,0
34.8,0
34.9,0
35,0
35.1,0
35.2,0
35.3,0
35.4,0
35.5,0
35.6,0
35.7,0
35.8,0
35.9,0
36,0
36.1,0
36.2,0
36.3,0
36.4,0
36.5,0
36.6,0
36.7,0
36.8,0
36.9,0
37,0
37.1,0
37.2,0
37.3,0
37.4,0
37.5,0
37.6,0
37.7,0
37.8,0
37.9,0
38,0
38.1,0
38.2,0
38.3,0
38.4,0
38.5,0
38.6,0
38.7,0
38.8,0
38.9,0
39,0
39.1,0
39.2,0
39.3,0
39.4,0
39.5,0
39.6,0
39.7,0
39.8,0
39.9,0
40,0
40.1,0
40.2,0
40.3,0
40.4,0
40.5,0
40.6,0
40.7,0
40.8,0
40.9,0
41,0
41.1,0
41.2,0
41.3,0
41.4,0
41.5,0
41.6,0
41.7,0
41.8,0
41.9,0
42,0
42.1,0
42.2,0
42.3,0
42.4,0
42.5,0
42.6,0
42.7,0
42.8,0
42.9,0
43,0
43.1,0
43.2,0
43.3,0
43.4,0
43.5,0
43.6,0
43.7,0
43.8,0
43.9,0
44,0
44.1,0
44.2,0
44.3,0
44.4,0
44.5,0
44.6,0
44.7,0
44.8,0
44.9,0
45,0
45.1,0
45.2,0
45.3,0
45.4,0
45.5,0
45.6,0
45.7,0
45.8,0
45.9,0
46,0
46.1,0
46.2,0
46.3,0
46.4,0
46.5,0
46.6,0
46.7,0
46.8,0
46.9,0
47,0
47.1,0
47.2,0
47.3,0
47.4,0
47.5,0
47.6,0
47.7,0
47.8,0
47.9,0
48,0
48.1,0
48.2,0
48.3,0
48.4,0
48.5,0
48.6,0
48.7,0
48.8,0
48.9,0
49,0
49.1,0
49.2,0
49.3,0
49.4,0
49.5,0
