# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = massless, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=23800000.0, vE=25370000.0, vesc=54400000.0
# mX (eV) = 130000000.0
# sigma_e (cm^2) = 1e-27
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,3.011946742e+11
1.3,1.427810308e+12
1.4,0
1.5,0
1.6,5.866111475e+11
1.7,2.217934584e+12
1.8,0
1.9,6.792540799e+12
2,1.277056141e+12
2.1,4.033961252e+12
2.2,2.482586861e+12
2.3,1.770864663e+12
2.4,5.4101846e+12
2.5,8.799034461e+11
2.6,2.240625089e+12
2.7,3.585408865e+12
2.8,4.005490746e+12
2.9,4.644365556e+12
3,5.034312237e+12
3.1,2.740349745e+12
3.2,4.762732954e+12
3.3,5.77539536e+12
3.4,4.35287325e+12
3.5,9.653508163e+11
3.6,2.565787718e+12
3.7,3.732298074e+12
3.8,4.337441187e+12
3.9,5.326508547e+12
4,3.728308704e+12
4.1,4.733882318e+12
4.2,4.599313858e+12
4.3,5.300702556e+12
4.4,1.481163445e+12
4.5,4.742814541e+12
4.6,2.887305718e+12
4.7,3.28490202e+12
4.8,2.418323633e+12
4.9,3.216034231e+12
5,3.518113664e+12
5.1,3.296052375e+12
5.2,3.396590995e+12
5.3,3.549287997e+12
5.4,3.386574146e+12
5.5,2.526320647e+12
5.6,2.641697528e+12
5.7,2.651826366e+12
5.8,7.753720596e+11
5.9,2.152832772e+12
6,2.678750107e+12
6.1,6.955141194e+11
6.2,1.883062283e+12
6.3,1.812978581e+12
6.4,8.479781877e+11
6.5,3.039275571e+12
6.6,2.046957573e+12
6.7,6.530014388e+11
6.8,1.70817107e+12
6.9,1.811228017e+12
7,7.537586229e+11
7.1,1.696562744e+12
7.2,3.915255577e+11
7.3,1.699454905e+12
7.4,1.141606085e+12
7.5,7.17123056e+11
7.6,8.850455749e+11
7.7,7.977435727e+11
7.8,9.090577179e+11
7.9,1.447763288e+12
8,9.081421465e+11
8.1,4.490649562e+11
8.2,5.827527229e+11
8.3,6.880206924e+11
8.4,4.587993452e+11
8.5,5.248549468e+11
8.6,2.976982246e+11
8.7,5.016627185e+11
8.8,4.646086623e+11
8.9,4.540909916e+11
9,3.505223987e+11
9.1,4.670914086e+11
9.2,5.221502664e+11
9.3,4.963550043e+11
9.4,3.149212803e+11
9.5,2.540641375e+11
9.6,2.378720986e+11
9.7,2.779353284e+11
9.8,2.658817829e+11
9.9,3.135556056e+11
10,2.834164034e+11
10.1,3.474991697e+11
10.2,2.927837045e+11
10.3,2.806336839e+11
10.4,3.024547278e+11
10.5,3.382075145e+11
10.6,3.774154146e+11
10.7,1.753293989e+11
10.8,2.674159836e+11
10.9,2.108607895e+11
11,2.093636715e+11
11.1,2.71633663e+11
11.2,2.430050438e+11
11.3,2.253486323e+11
11.4,2.244936457e+11
11.5,3.443246996e+11
11.6,2.574487323e+11
11.7,3.05914014e+11
11.8,1.787193468e+11
11.9,3.081383954e+11
12,1.80135759e+11
12.1,1.546656705e+11
12.2,1.228630496e+11
12.3,2.142962923e+11
12.4,1.33663395e+11
12.5,1.280097172e+11
12.6,1.847730175e+11
12.7,1.034857418e+11
12.8,1.193163889e+11
12.9,1.444449654e+11
13,7.740614333e+10
13.1,1.729790083e+11
13.2,1.108689517e+11
13.3,9.220178031e+10
13.4,1.602899821e+11
13.5,9.699801464e+10
13.6,9.943316179e+10
13.7,5.347905863e+10
13.8,1.275790872e+11
13.9,5.728468459e+10
14,8.915647618e+10
14.1,1.382781815e+11
14.2,9.100861015e+10
14.3,4.433889309e+10
14.4,6.73139183e+10
14.5,8.573539069e+10
14.6,4.513176974e+10
14.7,6.640830461e+10
14.8,4.527894788e+10
14.9,6.118084641e+10
15,5.953583911e+10
15.1,5.765954638e+10
15.2,2.818362209e+10
15.3,5.739284487e+10
15.4,5.08105079e+10
15.5,4.708817075e+10
15.6,6.87328331e+10
15.7,2.777436078e+10
15.8,4.72906758e+10
15.9,5.638196186e+10
16,3.715573414e+10
16.1,3.639376495e+10
16.2,4.145087449e+10
16.3,4.593282138e+10
16.4,3.274787319e+10
16.5,2.844012801e+10
16.6,3.983452931e+10
16.7,3.289770931e+10
16.8,3.171887505e+10
16.9,2.357104036e+10
17,2.809809558e+10
17.1,3.5356452e+10
17.2,2.145238405e+10
17.3,2.308325239e+10
17.4,2.302209226e+10
17.5,2.74475529e+10
17.6,2.390830972e+10
17.7,2.113550788e+10
17.8,2.167895867e+10
17.9,2.146319755e+10
18,1.205793392e+10
18.1,2.30917754e+10
18.2,1.238824646e+10
18.3,1.733756741e+10
18.4,1.046008807e+10
18.5,1.28399818e+10
18.6,1.337618824e+10
18.7,7573218753
18.8,7971207803
18.9,1.825995857e+10
19,7167323803
19.1,3879698355
19.2,6288164507
19.3,5601494725
19.4,1.056815873e+10
19.5,1.065036793e+10
19.6,5629498963
19.7,3731630736
19.8,7957593234
19.9,7426940977
20,5098547205
20.1,5896161530
20.2,7351695060
20.3,6946040305
20.4,3936561531
20.5,3937324720
20.6,5292444866
20.7,4750989322
20.8,6719524908
20.9,3478343506
21,5821491466
21.1,4615591315
21.2,5273033022
21.3,4669195257
21.4,3634209797
21.5,2804643407
21.6,5705027763
21.7,4342831508
21.8,3297037123
21.9,4714100507
22,3012085249
22.1,4234029974
22.2,5116482546
22.3,1964898887
22.4,2929701331
22.5,3346919848
22.6,2176722191
22.7,3505055184
22.8,3514636705
22.9,3477739852
23,3030518947
23.1,3059515181
23.2,2548081971
23.3,1530313534
23.4,2045148693
23.5,2436801221
23.6,1938502399
23.7,1542983304
23.8,1313398611
23.9,1666024118
24,1457204429
24.1,1380920662
24.2,1233613582
24.3,864686952
24.4,1016300246
24.5,1094429926
24.6,999369637.8
24.7,1299972804
24.8,959478571.5
24.9,1064585387
25,867877778.2
25.1,974121992.5
25.2,857640921.4
25.3,419668481.6
25.4,714616927.3
25.5,853598284.9
25.6,684998409.5
25.7,612291471.7
25.8,474479221.9
25.9,479456689.5
26,671097479.9
26.1,600979766.4
26.2,509883944.8
26.3,590224846.1
26.4,568297136.1
26.5,260568468.8
26.6,655783966.4
26.7,621001514.2
26.8,581767469.5
26.9,680066020.4
27,261254799.4
27.1,416459818.7
27.2,570691795.7
27.3,344779718.7
27.4,355230394
27.5,448091708.6
27.6,369320473.7
27.7,310293713.3
27.8,427139122.2
27.9,352407810.1
28,326026052.5
28.1,249378406.2
28.2,344109604.6
28.3,316834923.3
28.4,291465829.1
28.5,185310476
28.6,284048951.7
28.7,423045465.8
28.8,257354376.8
28.9,311097991.5
29,170168886.7
29.1,246761389.3
29.2,214169873.2
29.3,248841256.1
29.4,204218375.2
29.5,215157708.7
29.6,214217902.2
29.7,270657254.8
29.8,128807869.2
29.9,168948358.1
30,162323391.7
30.1,208344382
30.2,209880954.3
30.3,94587040.3
30.4,109066155.3
30.5,130841530.8
30.6,164816318.6
30.7,140958923
30.8,105517443
30.9,85406505.45
31,158017885.2
31.1,113931176.5
31.2,81386259.41
31.3,115379350.2
31.4,79632606.78
31.5,114970279.9
31.6,93244452.71
31.7,60446139.94
31.8,61192008.15
31.9,91698835.5
32,73109258.9
32.1,85588941.9
32.2,114619244.1
32.3,91433148.49
32.4,76313379.1
32.5,67091209.5
32.6,60148157.37
32.7,81011393.21
32.8,52997032.37
32.9,54763805.56
33,56565516.45
33.1,45613025.9
33.2,60948386.94
33.3,80085459.04
33.4,48191575.33
33.5,63636935.12
33.6,68062427.73
33.7,33770684.75
33.8,45591465.83
33.9,25329936.03
34,43291852.01
34.1,54162363.67
34.2,30104668.66
34.3,35180181.69
34.4,53505016.23
34.5,43084475.38
34.6,37393136.89
34.7,35270356.07
34.8,23144560.76
34.9,39801409.68
35,28151516.64
35.1,24005329.4
35.2,16431824.69
35.3,30375324.96
35.4,28375389.45
35.5,42254727.03
35.6,28236510.74
35.7,28890005.7
35.8,34487529.36
35.9,26133408.17
36,19921545.52
36.1,27848183.47
36.2,14197165.85
36.3,25105874.1
36.4,19823755.05
36.5,21790551.95
36.6,22189311.69
36.7,24545341.67
36.8,20065405.27
36.9,24756150.97
37,19546037.07
37.1,14668546.51
37.2,15070139.83
37.3,15895534.59
37.4,21683609.03
37.5,14489980.26
37.6,20776498.31
37.7,13663167.6
37.8,9623984.586
37.9,20683487.08
38,13599900.12
38.1,8536162.363
38.2,10733239.05
38.3,13408518.54
38.4,12834300.22
38.5,14402319.89
38.6,9966298.603
38.7,9150724.142
38.8,11462115.17
38.9,10034050.57
39,4001832.48
39.1,9184289.187
39.2,5349901.101
39.3,10460921.24
39.4,7856912.483
39.5,3216810.99
39.6,8442335.597
39.7,6098555.301
39.8,6903005.126
39.9,4495024.58
40,3822390.07
40.1,6028095.658
40.2,6672626.6
40.3,3828294.282
40.4,4451127.806
40.5,5083522.098
40.6,3630102.007
40.7,6268395.19
40.8,2486662.62
40.9,2347797.204
41,4240047.342
41.1,3227314.713
41.2,4447252.802
41.3,3794437.418
41.4,2624367.634
41.5,3935634.008
41.6,5054250.411
41.7,3675430.755
41.8,3316701.143
41.9,2807347.149
42,4114152.594
42.1,2296854.783
42.2,2540293.844
42.3,1683639.951
42.4,3564541.739
42.5,3366913.633
42.6,1840587.434
42.7,4188124.408
42.8,1866522.198
42.9,1861180.646
43,2651642.726
43.1,1387119.675
43.2,1865816.867
43.3,2223170.363
43.4,2732513.781
43.5,2959261.692
43.6,2554526.591
43.7,2995139.21
43.8,2155899.308
43.9,2000731.798
44,1264375.764
44.1,2205320.69
44.2,1053332.785
44.3,1337528.016
44.4,1750906.382
44.5,1263183.67
44.6,1358010.247
44.7,1646190.808
44.8,1442479.066
44.9,1909313.541
45,1204106.153
45.1,800904.2136
45.2,1399650.512
45.3,1255642.067
45.4,1289380.763
45.5,997967.935
45.6,1051341.628
45.7,1143904.749
45.8,1513973.059
45.9,1245986.422
46,885866.7228
46.1,783315.6813
46.2,960651.3264
46.3,945880.0226
46.4,1033505.095
46.5,681455.3555
46.6,739972.3351
46.7,1159937.065
46.8,904714.8697
46.9,485055.8365
47,787939.8315
47.1,819572.6587
47.2,548013.5379
47.3,582553.7126
47.4,568471.9428
47.5,504764.8427
47.6,509368.5934
47.7,511740.7712
47.8,520923.6025
47.9,414408.7773
48,554385.017
48.1,373083.1389
48.2,454980.5658
48.3,394074.2376
48.4,372271.2948
48.5,371649.0051
48.6,294212.165
48.7,328046.5536
48.8,342268.9033
48.9,338689.8423
49,444770.9013
49.1,180867.1575
49.2,375093.8046
49.3,179720.0589
49.4,286584.8606
49.5,329810.9047
49.6,304465.4056
49.7,258826.6377
49.8,306308.5533
49.9,375181.6982
50,272870.8119
50.1,0
50.2,0
50.3,0
50.4,0
50.5,0
50.6,0
50.7,0
50.8,0
50.9,0
51,0
51.1,0
