# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = massless, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=23800000.0, vE=25370000.0, vesc=54400000.0
# mX (eV) = 130000000.0
# sigma_e (cm^2) = 1e-46
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,3.011946742e-08
1.3,1.427810308e-07
1.4,0
1.5,0
1.6,5.866111475e-08
1.7,2.217934584e-07
1.8,0
1.9,6.792540799e-07
2,1.277056141e-07
2.1,4.033961252e-07
2.2,2.482586861e-07
2.3,1.770864663e-07
2.4,5.4101846e-07
2.5,8.799034461e-08
2.6,2.240625089e-07
2.7,3.585408865e-07
2.8,4.005490746e-07
2.9,4.644365556e-07
3,5.034312237e-07
3.1,2.740349745e-07
3.2,4.762732954e-07
3.3,5.77539536e-07
3.4,4.35287325e-07
3.5,9.653508163e-08
3.6,2.565787718e-07
3.7,3.732298074e-07
3.8,4.337441187e-07
3.9,5.326508547e-07
4,3.728308704e-07
4.1,4.733882318e-07
4.2,4.599313858e-07
4.3,5.300702556e-07
4.4,1.481163445e-07
4.5,4.742814541e-07
4.6,2.887305718e-07
4.7,3.28490202e-07
4.8,2.418323633e-07
4.9,3.216034231e-07
5,3.518113664e-07
5.1,3.296052375e-07
5.2,3.396590995e-07
5.3,3.549287997e-07
5.4,3.386574146e-07
5.5,2.526320647e-07
5.6,2.641697528e-07
5.7,2.651826366e-07
5.8,7.753720596e-08
5.9,2.152832772e-07
6,2.678750107e-07
6.1,6.955141194e-08
6.2,1.883062283e-07
6.3,1.812978581e-07
6.4,8.479781877e-08
6.5,3.039275571e-07
6.6,2.046957573e-07
6.7,6.530014388e-08
6.8,1.70817107e-07
6.9,1.811228017e-07
7,7.537586229e-08
7.1,1.696562744e-07
7.2,3.915255577e-08
7.3,1.699454905e-07
7.4,1.141606085e-07
7.5,7.17123056e-08
7.6,8.850455749e-08
7.7,7.977435727e-08
7.8,9.090577179e-08
7.9,1.447763288e-07
8,9.081421465e-08
8.1,4.490649562e-08
8.2,5.827527229e-08
8.3,6.880206924e-08
8.4,4.587993452e-08
8.5,5.248549468e-08
8.6,2.976982246e-08
8.7,5.016627185e-08
8.8,4.646086623e-08
8.9,4.540909916e-08
9,3.505223987e-08
9.1,4.670914086e-08
9.2,5.221502664e-08
9.3,4.963550043e-08
9.4,3.149212803e-08
9.5,2.540641375e-08
9.6,2.378720986e-08
9.7,2.779353284e-08
9.8,2.658817829e-08
9.9,3.135556056e-08
10,2.834164034e-08
10.1,3.474991697e-08
10.2,2.927837045e-08
10.3,2.806336839e-08
10.4,3.024547278e-08
10.5,3.382075145e-08
10.6,3.774154146e-08
10.7,1.753293989e-08
10.8,2.674159836e-08
10.9,2.108607895e-08
11,2.093636715e-08
11.1,2.71633663e-08
11.2,2.430050438e-08
11.3,2.253486323e-08
11.4,2.244936457e-08
11.5,3.443246996e-08
11.6,2.574487323e-08
11.7,3.05914014e-08
11.8,1.787193468e-08
11.9,3.081383954e-08
12,1.80135759e-08
12.1,1.546656705e-08
12.2,1.228630496e-08
12.3,2.142962923e-08
12.4,1.33663395e-08
12.5,1.280097172e-08
12.6,1.847730175e-08
12.7,1.034857418e-08
12.8,1.193163889e-08
12.9,1.444449654e-08
13,7.740614333e-09
13.1,1.729790083e-08
13.2,1.108689517e-08
13.3,9.220178031e-09
13.4,1.602899821e-08
13.5,9.699801464e-09
13.6,9.943316179e-09
13.7,5.347905863e-09
13.8,1.275790872e-08
13.9,5.728468459e-09
14,8.915647618e-09
14.1,1.382781815e-08
14.2,9.100861015e-09
14.3,4.433889309e-09
14.4,6.73139183e-09
14.5,8.573539069e-09
14.6,4.513176974e-09
14.7,6.640830461e-09
14.8,4.527894788e-09
14.9,6.118084641e-09
15,5.953583911e-09
15.1,5.765954638e-09
15.2,2.818362209e-09
