# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = heavy, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=22000000.0, vE=23200000.0, vesc=54400000.0
# mX (eV) = 22000000.0
# sigma_e (cm^2) = 6.309573444801891e-36
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,19596.14264
1.3,71586.67435
1.4,0
1.5,0
1.6,33284.29117
1.7,90894.00412
1.8,0
1.9,335208.1525
2,78113.81151
2.1,255922.9592
2.2,144159.5591
2.3,129353.4053
2.4,363171.0719
2.5,59572.53053
2.6,162611.295
2.7,300786.1207
2.8,234872.628
2.9,355433.3079
3,329093.2512
3.1,189681.2046
3.2,445493.2229
3.3,439833.4717
3.4,360970.8507
3.5,88770.24885
3.6,200296.5879
3.7,308254.1646
3.8,376877.913
3.9,374882.0765
4,342154.9196
4.1,383135.2784
4.2,364394.5305
4.3,437388.0396
4.4,137275.1693
4.5,447733.5497
4.6,252816.2909
4.7,307900.7535
4.8,215158.0536
4.9,297460.5002
5,324103.4379
5.1,300455.0698
5.2,295092.5092
5.3,290390.8978
5.4,355830.0921
5.5,218992.6063
5.6,242113.0696
5.7,263661.8856
5.8,65416.08821
5.9,214192.0512
6,258427.2937
6.1,59440.68597
6.2,176107.9331
6.3,143710.8111
6.4,75896.72267
6.5,244091.6635
6.6,152330.8736
6.7,44711.66307
6.8,136180.3513
6.9,122935.742
7,61901.41045
7.1,116470.2772
7.2,26529.72427
7.3,104207.0469
7.4,65210.04999
7.5,40072.17292
7.6,45406.27177
7.7,37132.59898
7.8,34601.07632
7.9,64527.3736
8,40126.06223
8.1,17975.92145
8.2,23066.85757
8.3,25839.25384
8.4,16302.19547
8.5,16079.01697
8.6,11163.85985
8.7,13295.93024
8.8,14816.66304
8.9,13075.14846
9,7109.517164
9.1,10238.10462
9.2,10627.60793
9.3,9618.253232
9.4,7828.585214
9.5,7419.029614
9.6,4485.255914
9.7,7572.331888
9.8,6877.155355
9.9,5315.937028
10,4285.806452
10.1,5034.630155
10.2,5170.086676
10.3,4686.4305
10.4,3695.887501
10.5,3502.276444
10.6,5585.874609
10.7,1817.442011
10.8,3022.631633
10.9,2654.540471
11,2290.762101
11.1,1902.466835
11.2,2535.838099
11.3,1318.791444
11.4,1853.195854
11.5,2582.872199
11.6,1720.163141
11.7,2185.193205
11.8,978.1591464
11.9,1709.763826
12,1000.195943
12.1,858.8944646
12.2,634.1337669
12.3,1196.534561
12.4,529.3681615
12.5,440.0340105
12.6,667.9250712
12.7,167.6047012
12.8,305.1613104
