# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = heavy, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=22000000.0, vE=23200000.0, vesc=54400000.0
# mX (eV) = 22000000.0
# sigma_e (cm^2) = 3.9810717055349853e-32
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,123643301.2
1.3,451681379.5
1.4,0
1.5,0
1.6,210009679.7
1.7,573502394.7
1.8,0
1.9,2115020457
2,492864830.8
2.1,1614764707
2.2,909585326.1
2.3,816164811.3
2.4,2291454551
2.5,375877256.7
2.6,1026007909
2.7,1897832120
2.8,1481946096
2.9,2242632561
3,2076438039
3.1,1196807492
3.2,2810872209
3.3,2775161593
3.4,2277572094
3.5,560102404.9
3.6,1263786032
3.7,1944952291
3.8,2377938872
3.9,2365345995
4,2158851595
4.1,2417420178
4.2,2299174053
4.3,2759731959
4.4,866147762.6
4.5,2825007716
4.6,1595162955
4.7,1942722418
4.8,1357555541
4.9,1876848873
5,2044954445
5.1,1895743330
5.2,1861907860
5.3,1832242697
5.4,2245136100
5.5,1381749933
5.6,1527630194
5.7,1663594032
5.8,412747613
5.9,1351460478
6,1630565990
6.1,375045373.7
6.2,1111165938
6.3,906753917.3
6.4,478875945.9
6.5,1540114278
6.6,961142835.1
6.7,282111522
6.8,859239928
6.9,775672093
7,390571495.6
7.1,734877767.9
7.2,167391243.8
7.3,657502016.1
7.4,411447599.7
7.5,252838318.1
7.6,286494206.6
7.7,234290860.4
7.8,218318032.3
7.9,407140202.9
8,253178336.7
8.1,113420396.6
8.2,145542032
8.3,163034669.8
8.4,102859899.6
8.5,101451738.5
8.6,70439193.67
8.7,83891648.36
8.8,93486823.65
8.9,82498609.49
9,44858020.71
9.1,64598073.06
9.2,67055672.78
9.3,60687075.18
9.4,49395033.37
9.5,46810912.24
9.6,28300051.61
9.7,47778184.2
9.8,43391916.8
9.9,33541295.1
10,27041610.58
10.1,31766368.73
10.2,32621041.6
10.3,29569377.43
10.4,23319473.63
10.5,22097870.44
10.6,35244486.1
10.7,11467283.85
10.8,19071516.28
10.9,16749018.06
11,14453731.72
11.1,12003754.22
11.2,16000056.73
11.3,8321011.477
11.4,11692875.35
11.5,16296821.84
11.6,10853495.68
11.7,13787637.01
11.8,6171766.975
11.9,10787880.43
12,6310809.762
12.1,5419257.706
12.2,4001113.576
12.3,7549622.693
12.4,3340087.294
12.5,2776426.907
12.6,4214322.293
12.7,1057514.172
12.8,1925437.701
12.9,2563861.149
13,1317379.884
13.1,1909303.131
13.2,2070859.768
13.3,1122800.834
13.4,2029268.542
13.5,1169067.693
13.6,1136505.342
13.7,394623.133
13.8,1069180.348
13.9,451582.8862
14,682669.3726
14.1,1093517.398
14.2,532316.9572
14.3,398905.94
