# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = heavy, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=22000000.0, vE=23200000.0, vesc=54400000.0
# mX (eV) = 78000000.0
# sigma_e (cm^2) = 1e-29
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,9580879514
1.3,3.521780955e+10
1.4,0
1.5,0
1.6,1.664240674e+10
1.7,4.55739486e+10
1.8,0
1.9,1.702025355e+11
2,3.987390394e+10
2.1,1.315130849e+11
2.2,7.467159561e+10
2.3,6.740675227e+10
2.4,1.90400441e+11
2.5,3.151558289e+10
2.6,8.661446661e+10
2.7,1.613655933e+11
2.8,1.271082005e+11
2.9,1.938668388e+11
3,1.809110491e+11
3.1,1.051586987e+11
3.2,2.490215848e+11
3.3,2.480707142e+11
3.4,2.052062611e+11
3.5,5.093494035e+10
3.6,1.162086405e+11
3.7,1.804287585e+11
3.8,2.225447721e+11
3.9,2.239095695e+11
4,2.067901335e+11
4.1,2.333617995e+11
4.2,2.253938651e+11
4.3,2.72547346e+11
4.4,8.62854525e+10
4.5,2.857344673e+11
4.6,1.633285885e+11
4.7,2.018129512e+11
4.8,1.424994176e+11
4.9,1.998183306e+11
5,2.208346585e+11
5.1,2.074514882e+11
5.2,2.073468494e+11
5.3,2.07656335e+11
5.4,2.549877627e+11
5.5,1.616814851e+11
5.6,1.803408758e+11
5.7,1.993470586e+11
5.8,5.045904908e+10
5.9,1.663973576e+11
6,2.059410708e+11
6.1,4.973014973e+10
6.2,1.449672629e+11
6.3,1.224458219e+11
6.4,6.545928011e+10
6.5,2.141257973e+11
6.6,1.402269784e+11
6.7,4.181002547e+10
6.8,1.281637809e+11
6.9,1.200987233e+11
7,6.074608841e+10
7.1,1.186400083e+11
7.2,2.821630303e+10
7.3,1.129008e+11
7.4,7.301439572e+10
7.5,4.728247507e+10
7.6,5.361149975e+10
7.7,4.653459075e+10
7.8,4.311862952e+10
7.9,8.213648265e+10
8,5.408753483e+10
8.1,2.465538321e+10
8.2,3.232817137e+10
8.3,3.606964417e+10
8.4,2.381852973e+10
8.5,2.353607296e+10
8.6,1.732943362e+10
8.7,1.975411683e+10
8.8,2.387114934e+10
8.9,2.136509291e+10
9,1.179867971e+10
9.1,1.74949802e+10
9.2,1.811957465e+10
9.3,1.674536787e+10
9.4,1.471352299e+10
9.5,1.414066713e+10
9.6,7974389322
9.7,1.514048149e+10
9.8,1.400352966e+10
9.9,1.077193195e+10
10,8944307390
10.1,1.032724627e+10
10.2,1.107971561e+10
10.3,1.033241232e+10
10.4,8367977744
10.5,8468005889
10.6,1.332248379e+10
10.7,4524526742
10.8,7838469422
10.9,6955004171
11,6258762659
11.1,5675928017
11.2,7389584090
11.3,4224805400
11.4,5921894287
11.5,8481784550
11.6,6110776188
11.7,7824462476
11.8,3795507675
11.9,6821759699
12,4042032346
12.1,3588155234
12.2,2964157815
12.3,5459666351
12.4,2665910208
12.5,2393635630
12.6,3525779361
12.7,1069776158
12.8,1991516008
12.9,2581601513
13,1467667008
13.1,2392272858
13.2,2353782492
13.3,1538836718
13.4,2871648968
13.5,1661693341
13.6,1694213634
13.7,664082350.4
13.8,1888009210
13.9,893438315.6
14,1303518111
14.1,2179631627
14.2,1194649523
14.3,900675495.1
14.4,922001775.7
14.5,1347845490
14.6,494951669.7
14.7,1035733561
14.8,639756297.4
14.9,782194647.4
15,943470876.4
15.1,630616697
15.2,380072405.7
15.3,667804595.9
15.4,641992095.5
15.5,565251102.7
15.6,955045985.2
15.7,282741206.2
15.8,612576022.1
15.9,729628140
16,399922840.5
16.1,411491552
16.2,518917902.2
16.3,446139439.2
16.4,375482760.3
16.5,313480135.5
16.6,430649551.9
16.7,278959708.6
16.8,340900936.5
16.9,204254474.1
17,261278860.9
17.1,353160493.3
17.2,193965501.6
17.3,183550901.9
17.4,215437693.4
17.5,235898500.7
17.6,203723424.6
17.7,196859335.9
17.8,149876302.2
17.9,183961858.6
18,98185346.39
18.1,216177767.7
18.2,101783721.1
18.3,131678477.4
18.4,102826160
18.5,113179492.9
18.6,91897255.77
18.7,66282648.29
18.8,58781950.31
18.9,141309455.5
19,63450670.33
19.1,24176597.98
19.2,43227037.13
19.3,50339158.06
19.4,75228999.93
19.5,84583564.6
19.6,39410363.06
19.7,28430283.9
19.8,63730622.63
19.9,52632871.91
20,34518405.52
20.1,44818270.37
20.2,52346075.53
20.3,47660821.32
20.4,27426838.83
20.5,27707721.08
20.6,32553565.02
20.7,36495094.15
20.8,46590708.1
20.9,24372167.01
21,41380219.31
21.1,27946224.45
21.2,31790327.04
21.3,30307594.5
21.4,19983005.7
21.5,13008238.17
21.6,31654210.35
21.7,22988810.28
21.8,19224751.86
21.9,27840576.94
22,14845894.36
22.1,20263045.08
22.2,26659344.63
22.3,8174468.688
22.4,11616163.11
22.5,15356954.34
22.6,8527530.111
22.7,14764718.86
22.8,15351113.64
22.9,13765106.68
23,12010638.53
23.1,12161114.39
23.2,9711249.24
23.3,5082753.931
23.4,7103045.937
23.5,6955910.977
23.6,5704178.179
23.7,4347140.822
23.8,4134381.177
23.9,4822574.573
24,4264002.151
24.1,3637746.91
24.2,3025622.589
24.3,1742205.266
24.4,2295442.426
24.5,2767624.757
24.6,2147096.808
24.7,2420700.748
24.8,2302976.448
24.9,2177782.035
25,1493252.311
25.1,2102278.616
25.2,1508526.642
25.3,552966.4874
25.4,1260224.357
25.5,1205919.818
25.6,906590.6715
25.7,884608.4078
25.8,609677.1537
25.9,724679.883
26,726333.3385
26.1,735618.6629
26.2,604470.4293
26.3,696171.154
26.4,525957.9331
26.5,246814.3458
26.6,655335.1604
26.7,517681.749
26.8,448256.0238
26.9,617965.2606
27,167663.4583
27.1,261917.2107
27.2,446564.9609
27.3,232634.3262
27.4,240118.3709
27.5,241547.2507
27.6,194263.3065
27.7,174595.5963
27.8,211503.7998
27.9,134182.7067
28,125739.7786
28.1,90715.78213
28.2,129448.2216
28.3,108282.1347
28.4,87471.76713
28.5,46313.12285
28.6,81693.22932
28.7,98475.89795
28.8,59276.27909
28.9,61943.14738
29,28651.72852
29.1,44352.75062
29.2,35474.31371
29.3,37938.99166
29.4,28497.10973
29.5,24782.07095
29.6,27206.24516
29.7,29082.48531
29.8,12540.46931
29.9,15741.57184
30,12915.90431
30.1,16607.57796
30.2,15929.42871
30.3,5558.800056
30.4,6978.394998
30.5,7170.635112
30.6,7215.594195
30.7,6320.811735
30.8,4004.422396
30.9,2371.08562
31,4993.161624
31.1,3400.732735
31.2,2628.495895
31.3,2745.848168
31.4,1774.600726
31.5,2260.029668
31.6,1768.551344
31.7,1032.529297
31.8,926.299463
31.9,1094.363658
32,770.0368373
32.1,815.991548
32.2,1072.66557
32.3,662.5482034
32.4,443.4171222
32.5,443.5384197
32.6,327.6643581
32.7,358.8769011
32.8,220.673104
32.9,163.2893003
33,168.7540221
33.1,126.6423907
33.2,147.4190617
33.3,156.9748837
33.4,83.12342712
33.5,85.82306134
33.6,98.68488294
33.7,36.72092192
33.8,36.53914899
33.9,17.46523004
34,33.73373817
34.1,29.41515021
34.2,17.64451947
34.3,15.38867988
34.4,16.70084294
34.5,12.29341129
34.6,12.04320835
34.7,5.980532694
34.8,6.059186059
34.9,6.983915202
35,3.68644503
35.1,2.065404912
35.2,0.9820433587
35.3,2.948253491
35.4,1.686727079
35.5,1.770603636
35.6,1.516390629
35.7,1.019367487
35.8,0.8942077986
35.9,0.9082436763
36,0.2553014178
36.1,0.6102804439
36.2,0.0717800278
36.3,0.1785946327
36.4,0.1365339137
36.5,0.04210268043
36.6,0.1034514879
36.7,0.06386759856
36.8,0.06269973077
36.9,0.06897510616
37,0.03521059388
37.1,0.01501601009
37.2,0.01651870956
37.3,0.007143447323
37.4,0.003743681949
37.5,0.00412121361
37.6,0.001406163457
37.7,0.0017544846
37.8,0.0007666511483
37.9,0.001045601759
38,0.0008275130855
38.1,4.192284401e-05
38.2,0.0001676734918
38.3,5.062684494e-06
38.4,0
38.5,0
38.6,0
38.7,0
38.8,0
38.9,0
39,0
39.1,0
39.2,0
39.3,0
39.4,0
39.5,0
39.6,0
39.7,0
39.8,0
39.9,0
40,0
40.1,0
40.2,0
40.3,0
40.4,0
40.5,0
40.6,0
40.7,0
40.8,0
40.9,0
41,0
41.1,0
41.2,0
41.3,0
41.4,0
41.5,0
41.6,0
41.7,0
41.8,0
41.9,0
42,0
42.1,0
42.2,0
42.3,0
42.4,0
42.5,0
42.6,0
42.7,0
42.8,0
42.9,0
43,0
43.1,0
43.2,0
43.3,0
43.4,0
43.5,0
43.6,0
43.7,0
43.8,0
43.9,0
44,0
44.1,0
44.2,0
44.3,0
44.4,0
44.5,0
44.6,0
44.7,0
44.8,0
44.9,0
45,0
45.1,0
45.2,0
45.3,0
45.4,0
45.5,0
45.6,0
45.7,0
45.8,0
45.9,0
46,0
46.1,0
46.2,0
46.3,0
46.4,0
46.5,0
46.6,0
46.7,0
46.8,0
46.9,0
47,0
47.1,0
47.2,0
47.3,0
47.4,0
47.5,0
47.6,0
47.7,0
47.8,0
47.9,0
48,0
48.1,0
48.2,0
48.3,0
48.4,0
48.5,0
48.6,0
48.7,0
48.8,0
48.9,0
49,0
49.1,0
49.2,0
49.3,0
49.4,0
49.5,0
49.6,0
49.7,0
49.8,0
49.9,0
50,0
50.1,0
50.2,0
50.3,0
50.4,0
50.5,0
50.6,0
50.7,0
50.8,0
50.9,0
51,0
51.1,0
