# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = massless, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=22000000.0, vE=23200000.0, vesc=54400000.0
# mX (eV) = 230000000.0
# sigma_e (cm^2) = 1e-31
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,17529344.51
1.3,80698129.58
1.4,0
1.5,0
1.6,32329767.81
1.7,108295923.8
1.8,0
1.9,345344557
2,69034585.7
2.1,211809056.7
2.2,122807798.4
2.3,88802568.96
2.4,260194441.5
2.5,42277116.07
2.6,98579514.65
2.7,168779633.6
2.8,172662119.2
2.9,196812271.2
3,217593842.8
3.1,112262791.8
3.2,211285219.3
3.3,244345860.4
3.4,163724695.8
3.5,39774715.14
3.6,96732351.89
3.7,132549762.9
3.8,157134133.4
3.9,164081308.9
4,133312493.5
4.1,150412337.4
4.2,147859941.7
4.3,158411462.9
4.4,46858303.2
4.5,143581552.9
4.6,85853537.32
4.7,104775631.4
4.8,64838106.61
4.9,91471277.93
5,98074520.56
5.1,87685330.01
5.2,87036995.93
5.3,85963460.01
5.4,91383252.04
5.5,62717631.41
5.6,63397157.4
5.7,66939369.75
5.8,16313499.31
5.9,49354928.68
6,62513159.3
6.1,16581779.05
6.2,39892071.21
6.3,35226772.56
6.4,17496278.18
6.5,55084368.97
6.6,37609726.83
6.7,10537480.56
6.8,29911379.61
6.9,28282826.72
7,13341893.85
7.1,25922064.78
7.2,6103898.287
7.3,23250930.16
7.4,14728342.25
7.5,9621385.234
7.6,10123651.76
7.7,8942202.773
7.8,7628095.312
7.9,13903078.63
8,9270615.185
8.1,4000709.409
8.2,4901380.613
8.3,5272066.88
8.4,3401434.161
8.5,3164028.142
8.6,2259410.593
8.7,2382842.15
8.8,2916090.432
8.9,2464976.866
9,1337250.477
9.1,1912746.652
9.2,1889092.988
9.3,1678602.167
9.4,1531161.076
9.5,1354356.34
9.6,654679.553
9.7,1383389.454
9.8,1220131.596
9.9,875436.7922
10,703632.0807
10.1,743090.7118
10.2,784801.0292
10.3,702424.6668
10.4,541703.5676
10.5,558600.8374
10.6,811558.7734
10.7,265256.0553
10.8,458826.2083
10.9,385213.5214
11,345832.152
11.1,315815.8508
11.2,373992.8833
11.3,221642.3732
11.4,287188.2166
11.5,398867.0051
11.6,289279.6138
11.7,353520.0001
11.8,171955.9475
11.9,294325.8752
12,168947.3173
12.1,142164.8423
12.2,121334.2469
12.3,206830.2957
12.4,102595.8837
