# Differential Rates computed with CCDarkSens (QEDark entry)
# material = Si, mediator = massless, table = /Users/diegovenegasvargas/Documents/CCDarkSens/python/ccdarkphys/qedark/data/Si_f2.txt
# table_sha1 = 55fa02eeb890e18aaef97ed5d40acd3c7a8b6b3d
# halo (cm/s): v0=22000000.0, vE=23200000.0, vesc=54400000.0
# mX (eV) = 230000000.0
# sigma_e (cm^2) = 6.309573444801891e-36
# Output units: dR/dE in events / kg / year / eV
# Columns: E (eV), dRdE (events/kg/year/eV)
E,dRdE
1.2,1106.026866
1.3,5091.707754
1.4,0
1.5,0
1.6,2039.870445
1.7,6833.010849
1.8,0
1.9,21789.76846
2,4355.787887
2.1,13364.24799
2.2,7748.648236
2.3,5603.063309
2.4,16417.15938
2.5,2667.505689
2.6,6219.946878
2.7,10649.27494
2.8,10894.24322
2.9,12418.0148
3,13729.24332
3.1,7083.303302
3.2,13331.19609
3.3,15417.18152
3.4,10330.32993
3.5,2509.614864
3.6,6103.398787
3.7,8363.32464
3.8,9914.493557
3.9,10352.83069
4,8411.449691
4.1,9490.376896
4.2,9329.331616
4.3,9995.087595
4.4,2956.559055
4.5,9059.383536
4.6,5416.991992
4.7,6610.895417
4.8,4091.007957
4.9,5771.447462
5,6188.083905
5.1,5532.570297
5.2,5491.663183
5.3,5423.927645
5.4,5765.893404
5.5,3957.215017
5.6,4000.090208
5.7,4223.588698
5.8,1029.312221
5.9,3114.085474
6,3944.313699
6.1,1046.239528
6.2,2517.019532
6.3,2222.659087
6.4,1103.940522
6.5,3475.588716
6.6,2373.013337
6.7,664.8700752
6.8,1887.280465
6.9,1784.525724
7,841.8165911
7.1,1635.571715
7.2,385.1299454
7.3,1467.034515
7.4,929.2955714
7.5,607.0683677
7.6,638.7592432
7.7,564.2148516
7.8,481.3002761
7.9,877.2249573
8,584.9362739
8.1,252.4276985
8.2,309.2562096
8.3,332.6449319
8.4,214.6159866
8.5,199.6366795
8.6,142.5591708
8.7,150.3471755
8.8,183.9928675
8.9,155.5295257
9,84.374801
9.1,120.6861548
9.2,119.1937095
9.3,105.9126366
9.4,96.60973264
9.5,85.45410795
9.6,41.30748722
9.7,87.28597363
9.8,76.98509916
9.9,55.23632737
10,44.39618291
10.1,46.88585423
10.2,49.51759733
10.3,44.32000024
10.4,34.17918445
10.5,35.2453301
10.6,51.20589685
10.7,16.73652563
10.8,28.94997659
10.9,24.30533005
11,21.82053363
11.1,19.92663306
11.2,23.59735565
11.3,13.98468832
11.4,18.12035145
11.5,25.16680663
11.6,18.25230969
11.7,22.30560405
11.8,10.8496868
11.9,18.57070726
12,10.65985507
12.1,8.96999514
12.2,7.655673423
12.3,13.05010941
12.4,6.473362633
12.5,5.729702201
12.6,7.984115441
12.7,2.664500009
12.8,4.512717364
12.9,5.467167819
13,3.147263597
13.1,5.246584778
13.2,4.57953798
13.3,3.156462541
13.4,5.670806824
13.5,3.161008372
13.6,3.160539142
13.7,1.278486037
13.8,3.460165286
13.9,1.642081848
14,2.263136595
14.1,3.675575009
14.2,2.073349186
14.3,1.445998298
14.4,1.498301429
14.5,2.173249619
14.6,0.7836543151
14.7,1.564250173
14.8,0.9676513765
14.9,1.160600076
15,1.356206978
15.1,0.9260803534
15.2,0.5440654609
15.3,0.9389946211
15.4,0.8776250958
15.5,0.7744791258
15.6,1.236449044
15.7,0.3703763949
15.8,0.7960276016
15.9,0.9162475816
16,0.5029665692
16.1,0.507827771
16.2,0.6250318581
16.3,0.5504671825
16.4,0.43678692
16.5,0.363279144
16.6,0.4997810191
16.7,0.3146070639
16.8,0.372608433
16.9,0.223770128
17,0.2762438012
17.1,0.3670482935
17.2,0.204541508
17.3,0.1900704683
17.4,0.214936533
17.5,0.2364128912
17.6,0.198543346
17.7,0.1837471099
17.8,0.1445292844
17.9,0.1703408355
18,0.08816561069
18.1,0.1908401937
18.2,0.08907940523
18.3,0.1160461997
18.4,0.08644118581
18.5,0.09331405803
18.6,0.0779780101
18.7,0.05430675012
18.8,0.04822395142
18.9,0.1146587314
19,0.05070299402
19.1,0.01957900817
19.2,0.03630613293
19.3,0.0389350179
19.4,0.05882048066
19.5,0.06614789954
19.6,0.03118893521
19.7,0.02171973384
19.8,0.04875912589
19.9,0.03919012038
20,0.02570393091
20.1,0.03326313447
20.2,0.03867823501
20.3,0.03510743491
20.4,0.02036725759
20.5,0.01917915466
20.6,0.02439448153
20.7,0.02566191352
20.8,0.03332214313
20.9,0.01696503361
21,0.02940307496
21.1,0.0196883789
21.2,0.0227885195
21.3,0.0213262736
21.4,0.01425253805
21.5,0.009767504198
21.6,0.02231263741
21.7,0.01643359348
21.8,0.01353312286
21.9,0.01951354786
22,0.01091944349
22.1,0.01448250848
22.2,0.01907660542
22.3,0.005975402211
22.4,0.00861417096
22.5,0.01080863276
22.6,0.006501487453
22.7,0.01066462088
22.8,0.01116564643
22.9,0.01013484692
23,0.008862873784
23.1,0.008602271546
23.2,0.007132264806
23.3,0.003795580725
23.4,0.005185732475
23.5,0.005265267692
23.6,0.004303369733
23.7,0.003297342703
23.8,0.00305131865
23.9,0.0036380236
24,0.003200248146
24.1,0.002770035228
24.2,0.00232271174
24.3,0.001367236037
24.4,0.001765128089
24.5,0.002141458016
24.6,0.001660715886
24.7,0.001911301154
24.8,0.001761532781
24.9,0.001745231989
25,0.001237379609
25.1,0.001634117552
25.2,0.001212447627
25.3,0.0004618752722
25.4,0.001025109751
25.5,0.001024824889
25.6,0.000765775139
25.7,0.0007531803376
25.8,0.0005231348577
25.9,0.0006275357196
26,0.0006506586509
26.1,0.000650130422
26.2,0.0005440828551
26.3,0.0006084226287
26.4,0.0004870540865
26.5,0.0002317095129
26.6,0.0006050608534
26.7,0.0004819986809
26.8,0.0004355816835
26.9,0.000584915072
27,0.0001626629491
27.1,0.0002612925232
27.2,0.0004277526828
27.3,0.0002302693046
27.4,0.0002414077463
27.5,0.0002468571529
27.6,0.0001990862961
27.7,0.0001776824073
27.8,0.0002275507544
27.9,0.0001499043628
28,0.0001394331005
28.1,0.0001000881182
28.2,0.0001423709074
28.3,0.0001291193905
28.4,9.963776155e-05
28.5,5.690316156e-05
28.6,0.0001042570998
28.7,0.0001325395115
28.8,7.603964084e-05
28.9,8.355963759e-05
29,4.367137152e-05
29.1,6.254237732e-05
29.2,5.270143812e-05
29.3,5.18992617e-05
29.4,3.842166103e-05
29.5,4.352352417e-05
29.6,4.468675134e-05
29.7,5.06739392e-05
29.8,2.261696931e-05
29.9,2.572772859e-05
30,2.581249383e-05
30.1,3.082918322e-05
30.2,2.745656878e-05
30.3,1.094334134e-05
30.4,1.412114283e-05
30.5,1.405710424e-05
30.6,1.70626652e-05
30.7,1.458495502e-05
30.8,1.039097384e-05
30.9,6.8749893e-06
31,1.295146488e-05
31.1,9.482181441e-06
31.2,7.015496866e-06
31.3,9.163967317e-06
31.4,4.556024588e-06
31.5,7.268396606e-06
31.6,6.531589778e-06
31.7,3.779772829e-06
31.8,3.348812925e-06
31.9,4.385054827e-06
32,3.132590053e-06
32.1,4.072596891e-06
32.2,5.475412191e-06
32.3,3.205062842e-06
32.4,2.451755601e-06
32.5,2.608106701e-06
32.6,1.958209027e-06
32.7,2.261154216e-06
32.8,1.525984001e-06
32.9,1.181772137e-06
33,1.476388499e-06
33.1,1.096934063e-06
33.2,1.156570481e-06
33.3,1.694917985e-06
33.4,7.773528647e-07
33.5,1.086532354e-06
33.6,1.086728956e-06
33.7,4.390284986e-07
33.8,7.351362468e-07
33.9,2.698394496e-07
34,4.861905837e-07
34.1,6.191453405e-07
34.2,3.13088747e-07
34.3,3.148523839e-07
34.4,4.399303517e-07
34.5,3.338136242e-07
34.6,2.769029541e-07
34.7,2.422419589e-07
34.8,1.3190509e-07
34.9,2.210392899e-07
35,1.42863304e-07
35.1,1.439999176e-07
35.2,6.31614188e-08
35.3,1.287046557e-07
35.4,9.133317257e-08
35.5,1.24764627e-07
35.6,9.010125015e-08
35.7,7.913377249e-08
35.8,8.090846232e-08
35.9,6.038391224e-08
36,3.962158042e-08
36.1,5.319102073e-08
36.2,2.128107168e-08
36.3,3.757351629e-08
36.4,2.606474616e-08
36.5,3.016360332e-08
36.6,2.266335547e-08
36.7,2.187313422e-08
36.8,1.610503738e-08
36.9,1.79508238e-08
37,1.338307215e-08
37.1,9.787223037e-09
37.2,8.452171988e-09
37.3,7.050454448e-09
37.4,9.867628309e-09
37.5,5.767488499e-09
37.6,6.967452261e-09
37.7,4.044404336e-09
37.8,2.182559531e-09
37.9,5.045095101e-09
38,2.945939116e-09
38.1,1.614410979e-09
38.2,1.797624543e-09
38.3,2.266818772e-09
38.4,1.610531305e-09
38.5,1.914964194e-09
38.6,1.058174918e-09
38.7,6.39216215e-10
38.8,9.989266388e-10
38.9,8.668465207e-10
39,1.767054689e-10
39.1,4.986134349e-10
39.2,2.95836337e-10
39.3,4.112337223e-10
39.4,2.906568556e-10
39.5,1.636805449e-10
39.6,2.403455152e-10
39.7,1.995867316e-10
39.8,1.856010895e-10
39.9,9.315483918e-11
40,7.968810737e-11
40.1,6.317201272e-11
40.2,1.284190179e-10
40.3,7.403603928e-11
40.4,5.168211223e-11
40.5,3.202779921e-11
40.6,1.914158376e-11
40.7,2.296822243e-11
40.8,4.210859116e-12
40.9,1.541251278e-11
41,2.36251343e-11
41.1,7.88838802e-12
41.2,2.710704692e-11
41.3,6.456120785e-12
41.4,2.387209791e-12
41.5,6.385028073e-12
41.6,5.740601751e-12
41.7,4.500032264e-12
41.8,1.378496446e-12
41.9,1.583149695e-12
42,3.095664614e-12
42.1,4.717775302e-13
42.2,1.390676566e-12
42.3,5.407961763e-13
42.4,8.622363635e-13
42.5,3.31592613e-13
42.6,5.2529419e-13
42.7,5.789347896e-13
42.8,1.990136815e-13
42.9,1.601860696e-13
43,7.958935424e-14
43.1,4.727570691e-14
43.2,4.968671088e-14
43.3,4.414825719e-14
43.4,5.387250515e-14
43.5,2.763261583e-14
43.6,3.735701403e-14
43.7,0
43.8,8.20860211e-16
43.9,1.753552609e-15
44,1.057876051e-15
44.1,1.683061702e-16
44.2,7.60069333e-19
44.3,0
44.4,0
44.5,0
44.6,0
44.7,0
44.8,0
44.9,0
45,0
45.1,0
45.2,0
45.3,0
45.4,0
45.5,0
45.6,0
45.7,0
45.8,0
45.9,0
46,0
46.1,0
46.2,0
46.3,0
46.4,0
46.5,0
46.6,0
46.7,0
46.8,0
46.9,0
47,0
47.1,0
47.2,0
47.3,0
47.4,0
47.5,0
47.6,0
47.7,0
47.8,0
47.9,0
48,0
48.1,0
48.2,0
48.3,0
48.4,0
48.5,0
48.6,0
48.7,0
48.8,0
48.9,0
49,0
49.1,0
49.2,0
49.3,0
49.4,0
49.5,0
49.6,0
49.7,0
49.8,0
49.9,0
50,0
50.1,0
50.2,0
50.3,0
50.4,0
50.5,0
50.6,0
50.7,0
50.8,0
50.9,0
51,0
51.1,0
